Filename,Label,Mean_H,Mean_S,Mean_V,Contrast,Homogeneity,Energy,Circularity,Aspect_Ratio
fresa_000.jpg,1,63.28504943847656,98.8108367919922,200.7312164306641,197.9056678921569,0.1973029174198537,0.0211210711060759,0.3466461853322507,1.0
fresa_001.jpg,1,23.38862609863281,113.21107482910156,211.86720275878903,192.685324754902,0.1784656510490299,0.0172141265510174,0.2227156125082485,1.062240663900415
fresa_002.jpg,1,83.15792846679688,126.6464385986328,164.76776123046875,217.469868259804,0.1845884369394797,0.0217992034598772,0.1140288472856217,1.0
fresa_003.jpg,1,63.07582092285156,132.40994262695312,164.3207550048828,376.6466758578431,0.1201659962690891,0.0140979443195058,0.0692753056532572,1.0
fresa_004.jpg,1,46.31346130371094,128.58860778808594,191.42665100097656,145.54754901960786,0.2590196644545011,0.0224854831910272,0.274825299507989,1.0199203187250996
fresa_005.jpg,1,14.9903564453125,132.4384765625,180.3232269287109,115.53576899509804,0.2622129540412275,0.0206946577858229,0.2700227995362105,1.0199203187250996
fresa_006.jpg,1,25.32012939453125,146.4224090576172,172.0103302001953,229.3295036764707,0.2245528962577243,0.0247936895061994,0.5930613947387297,0.9765625
fresa_007.jpg,1,49.46226501464844,128.96751403808594,173.0858154296875,220.1629136029412,0.2265673762617961,0.0213002416255464,0.4450089473309059,0.9765625
fresa_008.jpg,1,13.49981689453125,141.51104736328125,172.20767211914062,76.70045955882352,0.2872858419570414,0.0251901891800102,0.4705030886734898,0.9765625
fresa_009.jpg,1,28.84126281738281,130.90283203125,177.97393798828125,133.57814031862745,0.2703007694648861,0.0209404264513121,0.1839179122116917,0.9686274509803922
fresa_010.jpg,1,17.105789184570312,122.92428588867188,166.486083984375,84.96534926470589,0.3334498916151879,0.0336505513406589,0.5783763032422986,0.9838056680161944
fresa_011.jpg,1,70.31295776367188,146.76669311523438,199.23928833007807,227.0136642156863,0.203382642354392,0.0200550906611087,0.4872748412715274,1.0199203187250996
fresa_012.jpg,1,50.35636901855469,179.22845458984375,161.21197509765625,227.36855085784316,0.231459641944367,0.0226915826885586,0.2983854957746797,0.9765625
fresa_013.jpg,1,80.91889953613281,133.6981201171875,189.355712890625,168.40546875,0.2063735369081883,0.0202138242781247,0.1421515853829828,1.0
fresa_014.jpg,1,54.99462890625,173.36505126953125,145.13134765625,181.02207414215687,0.2074339703434952,0.0264589238282584,0.4596638195878928,1.0
fresa_015.jpg,1,32.717498779296875,140.3023223876953,164.1915740966797,107.94186580882356,0.254757373021743,0.0276172209671255,0.4792224999486741,1.0
fresa_016.jpg,1,72.55654907226562,181.24581909179688,137.57618713378906,184.3715839460785,0.2164111082175794,0.0299032183449849,0.4039415020532387,1.0
fresa_017.jpg,1,35.01222229003906,159.767578125,158.79318237304688,181.73275122549023,0.2278797890695484,0.0243966997203414,0.4226396955456424,1.0
fresa_018.jpg,1,25.410232543945312,121.93385314941406,166.26473999023438,103.67421875,0.2543748425500479,0.0240895949514883,0.2985599218575349,1.0
fresa_019.jpg,1,52.89915466308594,140.6565399169922,164.55438232421875,139.55704656862747,0.2565404530073294,0.0215488499558155,0.4774782677711504,1.0364372469635628
fresa_020.jpg,1,23.253433227539062,134.99009704589844,175.0151824951172,146.25209865196078,0.2145982945456034,0.0175121829449992,0.2650803015687375,1.0
fresa_021.jpg,1,62.38462829589844,134.52276611328125,198.0956573486328,325.86965379901955,0.1882015363458201,0.0201045036409642,0.2538002722623477,0.98
fresa_022.jpg,1,25.98089599609375,136.68649291992188,188.88465881347656,139.35899203431373,0.2842340792776178,0.0275127325387597,0.3725046671116136,0.991869918699187
fresa_023.jpg,1,68.65829467773438,129.28138732910156,177.91099548339844,158.08313419117647,0.2600257303106264,0.0222150125801622,0.2312283855403621,1.0281124497991967
fresa_024.jpg,1,51.89021301269531,166.99813842773438,136.26393127441406,150.3917892156863,0.1896860062733061,0.0180492438941209,0.3488815823183666,0.9453125
fresa_025.jpg,1,19.098175048828125,129.72500610351562,177.67698669433594,69.05580575980392,0.2866995993833789,0.0236309826214658,0.3716331312677869,1.024
fresa_026.jpg,1,26.638916015625,152.16485595703125,158.03402709960938,173.66001838235297,0.2265132582414686,0.0222377882444235,0.2315097407825775,1.0
fresa_027.jpg,1,22.074615478515625,144.4862060546875,167.95863342285156,158.42902879901962,0.2621856846767992,0.023818217042058,0.441367266378103,1.0448979591836736
fresa_028.jpg,1,48.70654296875,135.31744384765625,189.4294891357422,188.58095894607845,0.2704986630482208,0.0223063623152786,0.4979198594972667,1.0158730158730158
fresa_029.jpg,1,79.51156616210938,129.3217010498047,173.33609008789062,137.1767156862745,0.2915583655864743,0.0268863514089356,0.5587100618677066,0.96484375
fresa_030.jpg,1,43.17790222167969,125.57427978515624,140.68002319335938,51.018903186274514,0.3695046467820491,0.0440315287013982,0.4948103652997165,0.97265625
fresa_031.jpg,1,81.74903869628906,135.27120971679688,179.98117065429688,195.56842830882357,0.2548054077845081,0.023122373380014,0.3271591561486324,0.9765625
fresa_032.jpg,1,77.66508483886719,141.57101440429688,149.44735717773438,108.67316176470588,0.305936597984681,0.0332719918220987,0.5330240620695688,0.9609375
fresa_033.jpg,1,35.34092712402344,172.54840087890625,166.29269409179688,307.92611825980407,0.1573416037176807,0.0197416400544656,0.1655341440360403,1.0
fresa_034.jpg,1,29.273895263671875,149.92848205566406,174.61912536621094,239.162331495098,0.2254472565483999,0.019328811993764,0.1194833478892803,0.96875
fresa_035.jpg,1,27.77040100097656,147.09376525878906,149.499267578125,60.74736519607843,0.2626306635043725,0.028627656151556,0.2924123616004286,1.0
fresa_036.jpg,1,16.984039306640625,123.6598663330078,187.72213745117188,184.9123008578432,0.2079106201293587,0.0236260021020908,0.584641772912671,0.96484375
fresa_037.jpg,1,19.395263671875,134.37525939941406,172.7121124267578,189.9521446078431,0.2065319540860646,0.0181942511692743,0.2898399683189351,0.96484375
fresa_038.jpg,1,18.57025146484375,156.4600372314453,156.8087921142578,108.73694852941176,0.2356202968330361,0.0203231803751711,0.3164565278225176,0.984375
fresa_039.jpg,1,16.339630126953125,109.07853698730467,175.6280975341797,36.689522058823535,0.3279835424094471,0.0245886374849651,0.13629964176489,1.1636363636363636
fresa_041.jpg,1,37.56318664550781,159.7964630126953,170.2933807373047,157.70081188725496,0.2077638575823541,0.0212222763134518,0.3399488213514616,1.0
fresa_042.jpg,1,28.444854736328125,133.74942016601562,169.45550537109375,205.5111519607843,0.1988155878097328,0.0183029458313831,0.0464446167879359,1.0
